"","uniprot_name","uniprot_accessions","knownness","gene_name","protein_name","taxon_id","species","cluster_id","panther_group"
"4467","CJ062_HUMAN","Q5T681",0,"C10orf62","Uncharacterized protein C10orf62",9606,"Homo sapiens","UKP14324","PTHR23008"
"4468","CJ062_HUMAN","Q49A70",0,"C10orf62","Uncharacterized protein C10orf62",9606,"Homo sapiens","UKP14324","PTHR23008"
"4469","CJ062_HUMAN","Q8N3Y6",0,"C10orf62","Uncharacterized protein C10orf62",9606,"Homo sapiens","UKP14324","PTHR23008"
"4470","C16L2_HUMAN","Q6UWJ8",0,"CD164L2","CD164 sialomucin-like 2 protein",9606,"Homo sapiens","UKP09075","PTHR11337"
"4471","C16L2_HUMAN","B2RPJ0",0,"CD164L2","CD164 sialomucin-like 2 protein",9606,"Homo sapiens","UKP09075","PTHR11337"
"4472","C16L2_HUMAN","Q5JXD6",0,"CD164L2","CD164 sialomucin-like 2 protein",9606,"Homo sapiens","UKP09075","PTHR11337"
"4473","SG1D4_HUMAN","Q6XE38",0,"SCGB1D4","Secretoglobin family 1D member 4 (IFN-gamma-inducible secretoglobin) (IIS)",9606,"Homo sapiens","UKP12592","PTHR11332"
"4474","SG1D4_HUMAN","A1L4Q8",0,"SCGB1D4","Secretoglobin family 1D member 4 (IFN-gamma-inducible secretoglobin) (IIS)",9606,"Homo sapiens","UKP12592","PTHR11332"
"4475","FA72B_HUMAN","Q86X60",0,"FAM72B","Protein FAM72B",9606,"Homo sapiens","UKP09134","PTHR31841"
"4476","FA72B_HUMAN","B2RPQ5",0,"FAM72B","Protein FAM72B",9606,"Homo sapiens","UKP09134","PTHR31841"
"4477","FA72B_HUMAN","Q5QP15",0,"FAM72B","Protein FAM72B",9606,"Homo sapiens","UKP09134","PTHR31841"
"4478","BD1L2_HUMAN","Q8IYS8",0,"BOD1L2","Biorientation of chromosomes in cell division protein 1-like 2 (Biorientation of chromosomes in cell division protein 1 pseudogene) (Protein FAM44C)",9606,"Homo sapiens","UKP07021","PTHR31532"
"4479","BD1L2_HUMAN","B3KXU4",0,"BOD1L2","Biorientation of chromosomes in cell division protein 1-like 2 (Biorientation of chromosomes in cell division protein 1 pseudogene) (Protein FAM44C)",9606,"Homo sapiens","UKP07021","PTHR31532"
"4480","BD1L2_HUMAN","Q8WW13",0,"BOD1L2","Biorientation of chromosomes in cell division protein 1-like 2 (Biorientation of chromosomes in cell division protein 1 pseudogene) (Protein FAM44C)",9606,"Homo sapiens","UKP07021","PTHR31532"
"4481","SAXO5_HUMAN","Q8NA69",0,"SAXO5","Stabilizer of axonemal microtubules 5 (Testis-expressed protein 45)",9606,"Homo sapiens","UKP12834","PTHR34828"
"4482","SAXO5_HUMAN","Q8N115",0,"SAXO5","Stabilizer of axonemal microtubules 5 (Testis-expressed protein 45)",9606,"Homo sapiens","UKP12834","PTHR34828"
"4483","XAGE3_HUMAN","Q8WTP9",0,"XAGE3","X antigen family member 3 (XAGE-3) (Cancer/testis antigen 12.3) (CT12.3) (G antigen family D member 4) (Placenta-specific gene 6 protein)",9606,"Homo sapiens","UKP12730","PTHR14047"
"4484","XAGE3_HUMAN","Q5JS82",0,"XAGE3","X antigen family member 3 (XAGE-3) (Cancer/testis antigen 12.3) (CT12.3) (G antigen family D member 4) (Placenta-specific gene 6 protein)",9606,"Homo sapiens","UKP12730","PTHR14047"
"4485","XAGE3_HUMAN","Q8WYS9",0,"XAGE3","X antigen family member 3 (XAGE-3) (Cancer/testis antigen 12.3) (CT12.3) (G antigen family D member 4) (Placenta-specific gene 6 protein)",9606,"Homo sapiens","UKP12730","PTHR14047"
"4486","CCGL_HUMAN","Q8WXS4",0,"TMEM37","Voltage-dependent calcium channel gamma-like subunit (Neuronal voltage-gated calcium channel gamma-like subunit) (Transmembrane protein 37)",9606,"Homo sapiens","UKP09809","PTHR31767"
"4487","F104A_HUMAN","Q969W3",0,"FAM104A","Protein FAM104A",9606,"Homo sapiens","UKP08918","PTHR34763"
"4488","F104A_HUMAN","B4E339",0,"FAM104A","Protein FAM104A",9606,"Homo sapiens","UKP08918","PTHR34763"
"4489","CC180_HUMAN","Q9P1Z9",0,"CCDC180","Coiled-coil domain-containing protein 180",9606,"Homo sapiens","UKP08510","PTHR21444"
"4490","CC180_HUMAN","Q2KHR6",0,"CCDC180","Coiled-coil domain-containing protein 180",9606,"Homo sapiens","UKP08510","PTHR21444"
"4491","CC180_HUMAN","Q5VV25",0,"CCDC180","Coiled-coil domain-containing protein 180",9606,"Homo sapiens","UKP08510","PTHR21444"
"4492","CC180_HUMAN","Q68DP5",0,"CCDC180","Coiled-coil domain-containing protein 180",9606,"Homo sapiens","UKP08510","PTHR21444"
"4493","CC180_HUMAN","Q69YV9",0,"CCDC180","Coiled-coil domain-containing protein 180",9606,"Homo sapiens","UKP08510","PTHR21444"
"4494","CC180_HUMAN","Q6AHY0",0,"CCDC180","Coiled-coil domain-containing protein 180",9606,"Homo sapiens","UKP08510","PTHR21444"
"4495","ZN200_HUMAN","P98182",0,"ZNF200","Zinc finger protein 200",9606,"Homo sapiens","UKP06607","PTHR47772"
"4496","ZN200_HUMAN","D3DUB7",0,"ZNF200","Zinc finger protein 200",9606,"Homo sapiens","UKP06607","PTHR47772"
"4497","ZN200_HUMAN","D3DUB8",0,"ZNF200","Zinc finger protein 200",9606,"Homo sapiens","UKP06607","PTHR47772"
"4498","ZN200_HUMAN","O15361",0,"ZNF200","Zinc finger protein 200",9606,"Homo sapiens","UKP06607","PTHR47772"
"4499","ZN200_HUMAN","Q5XKM5",0,"ZNF200","Zinc finger protein 200",9606,"Homo sapiens","UKP06607","PTHR47772"
"4500","ZN200_HUMAN","Q7Z5V1",0,"ZNF200","Zinc finger protein 200",9606,"Homo sapiens","UKP06607","PTHR47772"
"4501","TT39A_HUMAN","Q5SRH9",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4502","TT39A_HUMAN","B7Z782",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4503","TT39A_HUMAN","E7EQY9",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4504","TT39A_HUMAN","G3XAF8",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4505","TT39A_HUMAN","O43417",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4506","TT39A_HUMAN","O75040",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4507","TT39A_HUMAN","Q5SRH5",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4508","TT39A_HUMAN","Q5SRH6",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4509","TT39A_HUMAN","Q5SRH7",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4510","TT39A_HUMAN","Q5SRH8",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4511","TT39A_HUMAN","Q5SRI0",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4512","TT39A_HUMAN","Q5SRI1",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4513","TT39A_HUMAN","Q5SRI2",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4514","TT39A_HUMAN","Q5T7S1",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4515","TT39A_HUMAN","Q6PIU8",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4516","TT39A_HUMAN","Q9BT24",0,"TTC39A","Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6)",9606,"Homo sapiens","UKP09639","PTHR31859"
"4517","KLD7A_HUMAN","Q5VTJ3",0,"KLHDC7A","Kelch domain-containing protein 7A",9606,"Homo sapiens","UKP09049","PTHR45972"
"4518","KLD7A_HUMAN","Q8N8W6",0,"KLHDC7A","Kelch domain-containing protein 7A",9606,"Homo sapiens","UKP09049","PTHR45972"
"4519","ANR40_HUMAN","Q6AI12",0,"ANKRD40","Ankyrin repeat domain-containing protein 40",9606,"Homo sapiens","UKP08858","PTHR24192"
"4520","ANR40_HUMAN","Q96E32",0,"ANKRD40","Ankyrin repeat domain-containing protein 40",9606,"Homo sapiens","UKP08858","PTHR24192"
"4521","ANKAR_HUMAN","Q7Z5J8",0,"ANKAR","Ankyrin and armadillo repeat-containing protein",9606,"Homo sapiens","UKP04154","PTHR46464"
"4522","ANKAR_HUMAN","Q3ZCS6",0,"ANKAR","Ankyrin and armadillo repeat-containing protein",9606,"Homo sapiens","UKP04154","PTHR46464"
"4523","ANKAR_HUMAN","Q4G0M2",0,"ANKAR","Ankyrin and armadillo repeat-containing protein",9606,"Homo sapiens","UKP04154","PTHR46464"
"4524","ANKAR_HUMAN","Q6ZU02",0,"ANKAR","Ankyrin and armadillo repeat-containing protein",9606,"Homo sapiens","UKP04154","PTHR46464"
"4525","GTPB8_HUMAN","Q8N3Z3",0,"GTPBP8","GTP-binding protein 8",9606,"Homo sapiens","UKP08897","PTHR46498"
"4526","GTPB8_HUMAN","A6NE99",0,"GTPBP8","GTP-binding protein 8",9606,"Homo sapiens","UKP08897","PTHR46498"
"4527","GTPB8_HUMAN","A6NN11",0,"GTPBP8","GTP-binding protein 8",9606,"Homo sapiens","UKP08897","PTHR46498"
"4528","GTPB8_HUMAN","A8K0P6",0,"GTPBP8","GTP-binding protein 8",9606,"Homo sapiens","UKP08897","PTHR46498"
"4529","GTPB8_HUMAN","Q5I0Y4",0,"GTPBP8","GTP-binding protein 8",9606,"Homo sapiens","UKP08897","PTHR46498"
"4530","DNJ5B_HUMAN","Q9UF47",0,"DNAJC5B","DnaJ homolog subfamily C member 5B (Cysteine-string protein isoform beta) (CSP-beta)",9606,"Homo sapiens","UKP08293","PTHR44027"
"4531","DNJ5B_HUMAN","Q969Y8",0,"DNAJC5B","DnaJ homolog subfamily C member 5B (Cysteine-string protein isoform beta) (CSP-beta)",9606,"Homo sapiens","UKP08293","PTHR44027"
"4532","TM235_HUMAN","A6NFC5",0,"TMEM235","Transmembrane protein 235",9606,"Homo sapiens","UKP08754","PTHR20516"
"4533","TM235_HUMAN","C9JRE6",0,"TMEM235","Transmembrane protein 235",9606,"Homo sapiens","UKP08754","PTHR20516"
"4534","CC169_HUMAN","A6NNP5",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4535","CC169_HUMAN","A6NC13",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4536","CC169_HUMAN","A6NCT2",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4537","CC169_HUMAN","B7ZW45",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4538","CC169_HUMAN","B7ZW49",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4539","CC169_HUMAN","B9EJF2",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4540","CC169_HUMAN","Q9H1T4",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4541","CC169_HUMAN","Q9H1T5",0,"CCDC169","Coiled-coil domain-containing protein 169",9606,"Homo sapiens","UKP09428","PTHR28671"
"4542","RAS4B_HUMAN","C9J798",0,"RASA4B","Ras GTPase-activating protein 4B",9606,"Homo sapiens","UKP07467","PTHR10194"
"4543","LIMS4_HUMAN","P0CW20",0,"LIMS4","LIM and senescent cell antigen-like-containing domain protein 4 (LIM and senescent cell antigen-like-containing domain protein 3-like)",9606,"Homo sapiens","UKP08167","PTHR24210"
"4544","LIMS4_HUMAN","C9K0W2",0,"LIMS4","LIM and senescent cell antigen-like-containing domain protein 4 (LIM and senescent cell antigen-like-containing domain protein 3-like)",9606,"Homo sapiens","UKP08167","PTHR24210"
"4545","GLPE_HUMAN","P15421",0,"GYPE","Glycophorin-E",9606,"Homo sapiens","UKP14271","PTHR13813"
"4546","GLPE_HUMAN","D3DNZ5",0,"GYPE","Glycophorin-E",9606,"Homo sapiens","UKP14271","PTHR13813"
"4547","TM249_HUMAN","Q2WGJ8",0,"TMEM249","Cation channel sperm-associated auxiliary subunit TMEM249 (Transmembrane protein 249)",9606,"Homo sapiens","UKP12850","PTHR35442"
"4548","TM273_HUMAN","Q5T292",0,"TMEM273","Transmembrane protein 273",9606,"Homo sapiens","UKP15294","PTHR37857"
"4549","TM273_HUMAN","A6XND2",0,"TMEM273","Transmembrane protein 273",9606,"Homo sapiens","UKP15294","PTHR37857"
"4550","TM273_HUMAN","Q5T289",0,"TMEM273","Transmembrane protein 273",9606,"Homo sapiens","UKP15294","PTHR37857"
"4551","TM273_HUMAN","Q5T291",0,"TMEM273","Transmembrane protein 273",9606,"Homo sapiens","UKP15294","PTHR37857"
"4552","DCD2B_HUMAN","A2VCK2",0,"DCDC2B","Doublecortin domain-containing protein 2B",9606,"Homo sapiens","UKP08230","PTHR23004"
"4553","DCD2B_HUMAN","B7ZBC6",0,"DCDC2B","Doublecortin domain-containing protein 2B",9606,"Homo sapiens","UKP08230","PTHR23004"
"4554","LRR3C_HUMAN","A6NJW4",0,"LRRC3C","Leucine-rich repeat-containing protein 3C",9606,"Homo sapiens","UKP07423","PTHR24369"
"4555","TEX28_HUMAN","O15482",0,"TEX28; TEX28P1; TEX28P2","Testis-specific protein TEX28",9606,"Homo sapiens","UKP07628","PTHR17613"
"4556","TEX28_HUMAN","B1B1E8",0,"TEX28; TEX28P1; TEX28P2","Testis-specific protein TEX28",9606,"Homo sapiens","UKP07628","PTHR17613"
"4557","TEX28_HUMAN","D3DWW5",0,"TEX28; TEX28P1; TEX28P2","Testis-specific protein TEX28",9606,"Homo sapiens","UKP07628","PTHR17613"
"4558","LCN8_HUMAN","Q6JVE9",0,"LCN8","Epididymal-specific lipocalin-8",9606,"Homo sapiens","UKP01179","PTHR11430"
"4559","LCN8_HUMAN","A1L4A8",0,"LCN8","Epididymal-specific lipocalin-8",9606,"Homo sapiens","UKP01179","PTHR11430"
"4560","LCN8_HUMAN","A6NMN9",0,"LCN8","Epididymal-specific lipocalin-8",9606,"Homo sapiens","UKP01179","PTHR11430"
"4561","LCN8_HUMAN","Q5T5R4",0,"LCN8","Epididymal-specific lipocalin-8",9606,"Homo sapiens","UKP01179","PTHR11430"
"4562","TMM71_HUMAN","Q6P5X7",0,"TMEM71","Transmembrane protein 71",9606,"Homo sapiens","UKP09568","PTHR35255"
"4563","TMM71_HUMAN","Q3KRC2",0,"TMEM71","Transmembrane protein 71",9606,"Homo sapiens","UKP09568","PTHR35255"
"4564","TMM71_HUMAN","Q8WVZ4",0,"TMEM71","Transmembrane protein 71",9606,"Homo sapiens","UKP09568","PTHR35255"
"4565","TMM71_HUMAN","Q96LX9",0,"TMEM71","Transmembrane protein 71",9606,"Homo sapiens","UKP09568","PTHR35255"
"4566","ITPI1_HUMAN","Q6ZRS4",0,"ITPRID1","Protein ITPRID1 (Coiled-coil domain-containing protein 129) (ITPR-interacting domain-containing protein 1)",9606,"Homo sapiens","UKP08649","PTHR17469"
"4567","ITPI1_HUMAN","A2RU17",0,"ITPRID1","Protein ITPRID1 (Coiled-coil domain-containing protein 129) (ITPR-interacting domain-containing protein 1)",9606,"Homo sapiens","UKP08649","PTHR17469"
"4568","ITPI1_HUMAN","B3KTI9",0,"ITPRID1","Protein ITPRID1 (Coiled-coil domain-containing protein 129) (ITPR-interacting domain-containing protein 1)",9606,"Homo sapiens","UKP08649","PTHR17469"
"4569","ITPI1_HUMAN","B4DHB0",0,"ITPRID1","Protein ITPRID1 (Coiled-coil domain-containing protein 129) (ITPR-interacting domain-containing protein 1)",9606,"Homo sapiens","UKP08649","PTHR17469"
"4570","ITPI1_HUMAN","B4E2R1",0,"ITPRID1","Protein ITPRID1 (Coiled-coil domain-containing protein 129) (ITPR-interacting domain-containing protein 1)",9606,"Homo sapiens","UKP08649","PTHR17469"
"4571","ITPI1_HUMAN","F5H3V5",0,"ITPRID1","Protein ITPRID1 (Coiled-coil domain-containing protein 129) (ITPR-interacting domain-containing protein 1)",9606,"Homo sapiens","UKP08649","PTHR17469"
"4572","FHI2B_HUMAN","Q86V87",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4573","FHI2B_HUMAN","B2RDQ5",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4574","FHI2B_HUMAN","B3KNX1",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4575","FHI2B_HUMAN","Q2M211",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4576","FHI2B_HUMAN","Q71JB5",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4577","FHI2B_HUMAN","Q7L3J6",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4578","FHI2B_HUMAN","Q969T0",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4579","FHI2B_HUMAN","Q9H6W4",0,"FHIP2B","FHF complex subunit HOOK-interacting protein 2B (FHIP2B) (Retinoic acid-induced protein 16)",9606,"Homo sapiens","UKP08360","PTHR21705"
"4580","TMC5A_HUMAN","Q8N6Q1",0,"TMCO5A","Transmembrane and coiled-coil domain-containing protein 5A",9606,"Homo sapiens","UKP12591","PTHR22422"
"4581","TMC5A_HUMAN","Q8NA63",0,"TMCO5A","Transmembrane and coiled-coil domain-containing protein 5A",9606,"Homo sapiens","UKP12591","PTHR22422"
"4582","RB8NL_HUMAN","Q8NC74",0,"RBBP8NL","RBBP8 N-terminal-like protein",9606,"Homo sapiens","UKP01242","PTHR15107"
"4583","RB8NL_HUMAN","B2RP98",0,"RBBP8NL","RBBP8 N-terminal-like protein",9606,"Homo sapiens","UKP01242","PTHR15107"
"4584","RB8NL_HUMAN","Q8N4Z9",0,"RBBP8NL","RBBP8 N-terminal-like protein",9606,"Homo sapiens","UKP01242","PTHR15107"
"4585","RB8NL_HUMAN","Q9BR75",0,"RBBP8NL","RBBP8 N-terminal-like protein",9606,"Homo sapiens","UKP01242","PTHR15107"
"4586","RB8NL_HUMAN","Q9H0Y9",0,"RBBP8NL","RBBP8 N-terminal-like protein",9606,"Homo sapiens","UKP01242","PTHR15107"
"4587","CLRN3_HUMAN","Q8NCR9",0,"CLRN3","Clarin-3 (Transmembrane protein 12) (Usher syndrome type-3A-like protein 1)",9606,"Homo sapiens","UKP06852","PTHR31548"
"4588","CLRN3_HUMAN","Q6MZX8",0,"CLRN3","Clarin-3 (Transmembrane protein 12) (Usher syndrome type-3A-like protein 1)",9606,"Homo sapiens","UKP06852","PTHR31548"
"4589","CC150_HUMAN","Q8NCX0",0,"CCDC150","Coiled-coil domain-containing protein 150",9606,"Homo sapiens","UKP08871","PTHR35352"
"4590","CC150_HUMAN","Q6P5U6",0,"CCDC150","Coiled-coil domain-containing protein 150",9606,"Homo sapiens","UKP08871","PTHR35352"
"4591","CC150_HUMAN","Q6P663",0,"CCDC150","Coiled-coil domain-containing protein 150",9606,"Homo sapiens","UKP08871","PTHR35352"
"4592","CC150_HUMAN","Q8N8V5",0,"CCDC150","Coiled-coil domain-containing protein 150",9606,"Homo sapiens","UKP08871","PTHR35352"
"4593","CCER1_HUMAN","Q8TC90",0,"CCER1","Coiled-coil domain-containing glutamate-rich protein 1",9606,"Homo sapiens","UKP12666","PTHR37337"
"4594","CCER1_HUMAN","Q8TC47",0,"CCER1","Coiled-coil domain-containing glutamate-rich protein 1",9606,"Homo sapiens","UKP12666","PTHR37337"
"4595","F200A_HUMAN","Q8TCP9",0,"FAM200A","Protein FAM200A",9606,"Homo sapiens","UKP08774","PTHR45913"
"4596","F200A_HUMAN","A4D293",0,"FAM200A","Protein FAM200A",9606,"Homo sapiens","UKP08774","PTHR45913"
"4597","F200A_HUMAN","A8K3V9",0,"FAM200A","Protein FAM200A",9606,"Homo sapiens","UKP08774","PTHR45913"
"4598","F200A_HUMAN","B2RD92",0,"FAM200A","Protein FAM200A",9606,"Homo sapiens","UKP08774","PTHR45913"
"4599","F200A_HUMAN","C9J6A8",0,"FAM200A","Protein FAM200A",9606,"Homo sapiens","UKP08774","PTHR45913"
"4600","F200A_HUMAN","D6W5T2",0,"FAM200A","Protein FAM200A",9606,"Homo sapiens","UKP08774","PTHR45913"
"4601","F200A_HUMAN","Q8N9P3",0,"FAM200A","Protein FAM200A",9606,"Homo sapiens","UKP08774","PTHR45913"
"4602","T255B_HUMAN","Q8WV15",0,"TMEM255B","Transmembrane protein 255B (Protein FAM70B)",9606,"Homo sapiens","UKP09540","PTHR33721"
"4603","F151A_HUMAN","Q8WW52",0,"FAM151A","Protein FAM151A",9606,"Homo sapiens","UKP08864","PTHR21184"
"4604","F151A_HUMAN","Q5VUG5",0,"FAM151A","Protein FAM151A",9606,"Homo sapiens","UKP08864","PTHR21184"
"4605","F151A_HUMAN","Q6DKH5",0,"FAM151A","Protein FAM151A",9606,"Homo sapiens","UKP08864","PTHR21184"
"4606","F151A_HUMAN","Q6UWV0",0,"FAM151A","Protein FAM151A",9606,"Homo sapiens","UKP08864","PTHR21184"
"4607","F151A_HUMAN","Q8NAX9",0,"FAM151A","Protein FAM151A",9606,"Homo sapiens","UKP08864","PTHR21184"
"4608","F151A_HUMAN","Q96KY5",0,"FAM151A","Protein FAM151A",9606,"Homo sapiens","UKP08864","PTHR21184"
"4609","TPD55_HUMAN","Q96J77",0,"TPD52L3","Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)",9606,"Homo sapiens","UKP06913","PTHR19307"
"4610","TPD55_HUMAN","Q5TCR3",0,"TPD52L3","Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)",9606,"Homo sapiens","UKP06913","PTHR19307"
"4611","TPD55_HUMAN","Q5TCR4",0,"TPD52L3","Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)",9606,"Homo sapiens","UKP06913","PTHR19307"
"4612","TPD55_HUMAN","Q5TCR5",0,"TPD52L3","Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)",9606,"Homo sapiens","UKP06913","PTHR19307"
"4613","TPD55_HUMAN","Q8N4P5",0,"TPD52L3","Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)",9606,"Homo sapiens","UKP06913","PTHR19307"
"4614","TPD55_HUMAN","Q8WWF7",0,"TPD52L3","Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)",9606,"Homo sapiens","UKP06913","PTHR19307"
"4615","TPD55_HUMAN","Q96M09",0,"TPD52L3","Tumor protein D55 (hD55) (Testis development protein NYD-SP25) (Tumor protein D52-like 3)",9606,"Homo sapiens","UKP06913","PTHR19307"
"4616","FA81B_HUMAN","Q96LP2",0,"FAM81B","Protein FAM81B",9606,"Homo sapiens","UKP08924","PTHR22420"
"4617","GL1D1_HUMAN","Q96MS3",0,"GLT1D1","Glycosyltransferase 1 domain-containing protein 1 (EC 2.4.-.-)",9606,"Homo sapiens","UKP08837","PTHR46660"
"4618","GL1D1_HUMAN","Q86XG8",0,"GLT1D1","Glycosyltransferase 1 domain-containing protein 1 (EC 2.4.-.-)",9606,"Homo sapiens","UKP08837","PTHR46660"
"4619","INT15_HUMAN","Q96N11",0,"INTS15","Integrator complex subunit 15",9606,"Homo sapiens","UKP08796","PTHR14540"
"4620","INT15_HUMAN","Q9BQ43",0,"INTS15","Integrator complex subunit 15",9606,"Homo sapiens","UKP08796","PTHR14540"
"4621","F174C_HUMAN","Q9BVV8",0,"FAM174C","Protein FAM174C",9606,"Homo sapiens","UKP07185","PTHR28607"
"4622","F174C_HUMAN","Q9NWS2",0,"FAM174C","Protein FAM174C",9606,"Homo sapiens","UKP07185","PTHR28607"
"4623","K1210_HUMAN","Q9ULL0",0,"KIAA1210","Acrosomal protein KIAA1210",9606,"Homo sapiens","UKP08406","PTHR47743"
"4624","K1210_HUMAN","B7ZCI8",0,"KIAA1210","Acrosomal protein KIAA1210",9606,"Homo sapiens","UKP08406","PTHR47743"
"4625","K1210_HUMAN","Q5JPN4",0,"KIAA1210","Acrosomal protein KIAA1210",9606,"Homo sapiens","UKP08406","PTHR47743"
"4626","S35G6_HUMAN","P0C7Q6",0,"SLC35G6","Solute carrier family 35 member G6 (Acyl-malonyl-condensing enzyme 1-like protein 3) (Transmembrane protein 21B)",9606,"Homo sapiens","UKP04088","PTHR22911"
"4627","GAL3A_HUMAN","P0DPI2",0,"GATD3","Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",9606,"Homo sapiens","UKP08659","PTHR10224"
"4628","GAL3A_HUMAN","A6NFJ6",0,"GATD3","Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",9606,"Homo sapiens","UKP08659","PTHR10224"
